filename,num_params,val_mse,stack_input,use_group_norm,use_time_slot,net_type,blk_type,nb_layers,sf,sf_grp,hidden_activation,classifier_activation,modify_activation,inplace_activation,epochs,batch_size,dropout,normalize_data,data_root,city,seed,image_width,image_height,scale_height,scale_width,scale_type,dataset,n_frame_in,n_frame_out,times_out,n_channels,n_channels_out,optimizer,lr,momentum,beta_1,beta_2,epsilon,weight_decay,log_dir,model_dir,name,initial_epoch,model_part,model_num
ALL_sedenion_sTrue_gFalse_2020_9_30_20_54_47,628592,0.001338931,TRUE,FALSE,FALSE,sedenion,resnet,1,32,2,relu,hardtanh,TRUE,TRUE,10,5,0,TRUE,D:/KU_Works/Datasets/Traffic4cast_2019/2019/,all,7,436,495,1,1,pool,traffic,12,6,5:10:15:30:45:60,9,8,adam,0.0001,0.9,0.9,0.999,1.00E-08,0.0001,logs,,,0,FALSE,1
